bank,review,rating,date,source
CBE,Why do i have to close the developer option to use it. After the update it's not even working unless I close the developer option,1,2025-01-07,Google Play
CBE,Thank u for the easy operating service .It made life simple and accurate.Keep it up!!!,4,2025-01-03,Google Play
CBE,The latest updates crushes repeatedly on my Redmi Note 12 pro plus. If you could correct the issue.,1,2025-01-30,Google Play
CBE,The worst I had to flight back to fix my app it need you to go back every 4 month not reliable for foreigners,1,2025-01-31,Google Play
CBE,"This is the worst update ever, the older version was better. It has so much bug.",1,2024-12-20,Google Play
CBE,It is Better to use and Save time. I truly appreciate the Bank System.,5,2025-02-25,Google Play
CBE,Updating the app is must everytime they release it even to reload the transaction.,2,2025-01-29,Google Play
CBE,"Simple bug fix, would help if current exchange rate is displayed on the app.",4,2025-01-01,Google Play
CBE,"You can not track your transaction history with correct date, time and order",1,2025-01-07,Google Play
CBE,This application is an unreliable application. Please do not use it. Hackers will enter through the application and take the certificate from CBE.,1,2025-01-18,Google Play
CBE,The app crashes too many times. It's a buggy app,1,2025-03-03,Google Play
CBE,"Best app of the bank.But,when it needs apdate,customer must be notified in my point of view.Otherwise,customers saying ""Mobile banking is not working today"" is bad moto.",5,2025-02-10,Google Play
CBE,very inconvenience to use. unreliable and needs upgrades!!!,1,2025-01-23,Google Play
CBE,"Money transfer options is not giving correct input, and there is no way of knowing whether the money was successfully transferred.",2,2025-01-16,Google Play
CBE,"I am facing difficulties related to network issues, while I have a good internet connection.",1,2025-01-11,Google Play
CBE,It is good app but not have statment 1 week 1 month only 2 days and it is not order by time,5,2025-01-08,Google Play
CBE,"I have been accessing my CBE from abroad very easily without problems .Good job, guy.",2,2025-01-22,Google Play
CBE,The qr code scans must be backed to see the transfer is done and to use it easily,2,2025-01-25,Google Play
CBE,"After the last two update, I am facing the worst experience with this app.",1,2025-02-02,Google Play
CBE,"It is a shame not to appreciate the recent system improvements that the Commercial Bank of Ethiopia has been making, and I have no doubt that it will be different from this, InshaAllah. Another thing I would like to comment on is that the current method for transferring money to Telebir can own be sent to the person. So, it is possible to send money directly from the Commercial Bank to other banks. If you make it possible to transfer money directly to anyone, I would be very grateful.thank you",5,2025-02-06,Google Play
CBE,"It is Nice, but some times details of credited amount not shown from whom sent.",4,2025-01-12,Google Play
CBE,"Great UX, simple to use yet has all necessary features.",4,2025-02-24,Google Play
CBE,the most boring Mobil banking application in ethiopia.Please use alternative private banks mobile banking apps,1,2025-05-22,Google Play
CBE,It's a good app but I have two suggestions. It would be nice if it had an option to change between our own accounts. The option for downloading and sharing transactions that we have made does not work,4,2021-12-24,Google Play
CBE,needs improvement. can't see who makes the transfers the name should be seen when the detail is selected. also i have different accounts in my name and i can only use my phone for one account only ? mobile banking has become easy ....commercial banks of Ethiopia......you need to keep up!!!,1,2018-11-07,Google Play
